trial,accuracy,duration_s,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_x,norm_y,simplification_epsilon,skel_threshold
101,0.756798,177,11.437077902450264,0.23791152561016693,1.0838786946227306,0.1988146766088681,0.21744064508455224,9.641089771131112,253.0747429761741,3.282467385370616,2.8583438626873243,4.039579638464234,3.0239759514481594,4.568859651918823,150
102,0.760267,222,11.010992267039036,0.25849865763086866,1.106137271510379,0.12260177159998066,0.20429532904656933,9.219251344303,248.46123826421078,3.1595954819902867,2.3627436885392616,4.108325577355664,2.9937263175581763,3.8914674152084103,140
103,0.758727,119,10.836260909875724,0.23168989431121573,1.2596307922466476,0.16128406134025577,0.1737400555274368,9.29732103573503,234.0608262362822,2.446585113629845,1.8720763788565642,3.998290752181333,2.8733143628936095,5.018405867276649,150
104,0.711202,221,12.030732432297505,0.2946953699634003,0.93512634564642,0.17514345644799167,0.18197036940275835,9.5297671973046,257.8753812772238,2.704551903605678,1.7646573944155843,4.567920624502462,4.0846473392179234,3.839132156745678,150
105,0.729979,149,7.809384826581617,0.3169370276896381,1.2518627845941,0.19013128146662006,0.14066611906598447,10.645640101195013,316.44183650136347,2.401330861496779,2.0772801867733715,3.661625668896301,3.75675117651931,4.988453605657856,140
106,0.757700,109,13.685970079177352,0.20831377496355763,1.2286965617999468,0.18038847962406618,0.21091244998347747,10.60313227877716,256.086396324707,2.8746729964256414,2.7617347409151387,3.6003530538009123,3.259257850006308,5.604844107281706,140
107,0.743959,151,12.174198466377728,0.29731812511711847,1.2424795126140762,0.14981247221163946,0.22777861080691825,11.80021987743269,242.0055060756372,3.1723507501688832,1.4350777846875822,4.751641275534248,2.8663474143603,4.653964556113609,140
108,0.751799,128,21.479320160874995,0.2810286296135485,0.982811230078402,0.17933528775435875,0.16763281210156375,10.366639113507716,257.502592378938,3.330791911352753,2.2997961963940527,4.568507606183554,4.245619369595255,5.353944942285778,130
109,0.734736,153,5.622606256565516,0.2145811388050809,1.2306465612987392,0.16938568512111862,0.18293250179484255,8.852663618489165,258.6424106078847,2.757064889457105,2.6671278043641333,4.599574357579302,3.6422422892061967,4.12398395900087,140
110,0.747817,143,10.117147530935583,0.21682756213330417,1.1404171037374329,0.16234352463432,0.19143954352004738,8.438900698197147,286.78553765852735,3.38507443262603,2.4281211970762038,4.330876940394274,3.7723320619255563,4.669350285588758,150
111,0.749486,134,18.349866250839877,0.2899355265322956,0.9837721155304195,0.1971976861208325,0.1963000866867698,9.771348518171108,262.55031142344455,2.5601782270236817,1.5240456189170297,3.653067556032447,3.993385397807585,5.0264283288736715,150
112,0.749872,150,20.464233865663594,0.2568853429929873,1.2037170404004853,0.17707327684175805,0.18639583745735883,9.132121235546844,224.13769295066757,2.8928908951072314,1.4816415366152584,4.609459048891134,2.6901501359377633,5.090433982379493,150
113,0.759507,119,15.323057104003412,0.24539529202228932,1.1465549395517822,0.18616522917192613,0.19121274074411237,9.963612538831455,260.5700010441322,3.1090372535364232,2.4253919612920645,4.964327984710348,4.062806183185673,5.032899637927573,150
114,0.759877,143,6.525562665885549,0.2650732634902601,1.393293575550306,0.2163377862651007,0.20248339498560908,8.280468581051238,270.13374517766727,2.5881708070344605,1.869834220458734,4.039632904320735,2.5222683896656695,4.267833843488858,150
115,0.735626,148,8.583812523995821,0.29995269334242325,1.3290891635555795,0.19490708441689691,0.14585729280140014,10.334166103309993,270.41955708138414,3.5397113428796505,2.128569264503567,3.9114715008340624,4.055337300059554,4.764744878737663,140
116,0.745380,162,12.47015789400419,0.261555495485729,1.242231883410405,0.1699339382416873,0.22622848790310085,9.918064465404683,256.18709446861186,2.830058765527876,2.2663640480550242,4.794514695453324,3.5451562653655104,4.458299442870487,140
